epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,3012.75,1.94123,1.35602,2.20003,0.78122,0.72801,0.76383,0.5226,2.26346,1.60819,2.48392,0.000184959,0.000184959,0.000184959
75,3052.56,1.93855,1.34368,2.20202,0.79818,0.73501,0.76979,0.52834,2.25398,1.58935,2.47425,0.000178356,0.000178356,0.000178356
76,3092.72,1.9315,1.3584,2.1932,0.77936,0.74599,0.77179,0.52909,2.24042,1.57238,2.46805,0.000171752,0.000171752,0.000171752
77,3132.82,1.95121,1.36484,2.21159,0.78565,0.74577,0.77263,0.52881,2.23138,1.56534,2.46154,0.000165149,0.000165149,0.000165149
78,3172.46,1.91146,1.30725,2.17961,0.80068,0.73578,0.77049,0.53145,2.21655,1.56646,2.45218,0.000158546,0.000158546,0.000158546
79,3212.21,1.91669,1.33669,2.20141,0.77307,0.73826,0.76786,0.52506,2.23406,1.58403,2.46071,0.000151943,0.000151943,0.000151943
80,3252.5,1.93242,1.35812,2.19616,0.76452,0.75168,0.76646,0.52565,2.23635,1.61657,2.46471,0.000145339,0.000145339,0.000145339
81,3292.65,1.90592,1.32674,2.20081,0.8119,0.72421,0.76562,0.52756,2.23285,1.58904,2.46076,0.000138736,0.000138736,0.000138736
82,3332.42,1.89335,1.29616,2.18388,0.81109,0.73432,0.76312,0.52383,2.22089,1.58528,2.44638,0.000132133,0.000132133,0.000132133
83,3372.77,1.86174,1.30404,2.17063,0.81068,0.72616,0.7691,0.52827,2.21762,1.58548,2.45552,0.000125529,0.000125529,0.000125529
84,3412.92,1.85997,1.29205,2.16356,0.80806,0.75036,0.77743,0.53179,2.2286,1.57717,2.45921,0.000118926,0.000118926,0.000118926
85,3453.13,1.89751,1.30549,2.19968,0.79192,0.74565,0.77433,0.53419,2.21038,1.57627,2.45044,0.000112323,0.000112323,0.000112323
86,3493.65,1.85288,1.27691,2.16403,0.79452,0.7509,0.77468,0.53476,2.20778,1.56387,2.44212,0.00010572,0.00010572,0.00010572
87,3533.79,1.85188,1.28017,2.155,0.81211,0.71987,0.77014,0.53375,2.20287,1.57161,2.44748,9.91162e-05,9.91162e-05,9.91162e-05
88,3574.83,1.84996,1.25126,2.16983,0.81097,0.72449,0.77615,0.53563,2.20696,1.57549,2.45462,9.25129e-05,9.25129e-05,9.25129e-05
89,3615.21,1.87734,1.27372,2.16884,0.79717,0.74676,0.77803,0.53569,2.20232,1.56484,2.45695,8.59096e-05,8.59096e-05,8.59096e-05
90,3655.53,1.82829,1.26552,2.14696,0.79891,0.7519,0.7762,0.53543,2.20959,1.57176,2.45152,7.93063e-05,7.93063e-05,7.93063e-05
91,3696.89,1.78033,1.11362,2.17144,0.82189,0.73431,0.77485,0.53453,2.20511,1.56583,2.45037,7.2703e-05,7.2703e-05,7.2703e-05
92,3737.3,1.73776,1.05304,2.14714,0.80775,0.73923,0.76875,0.53195,2.20184,1.56062,2.45156,6.60997e-05,6.60997e-05,6.60997e-05
93,3776.9,1.73479,1.03352,2.14104,0.81469,0.73948,0.77219,0.53639,2.17949,1.56535,2.44389,5.94964e-05,5.94964e-05,5.94964e-05
94,3816.31,1.72087,1.03542,2.13858,0.78582,0.74801,0.76891,0.53334,2.18368,1.59171,2.44882,5.28931e-05,5.28931e-05,5.28931e-05
95,3857.8,1.72516,1.0489,2.13248,0.81034,0.73356,0.76716,0.53315,2.1923,1.58867,2.45444,4.62898e-05,4.62898e-05,4.62898e-05
96,3897.09,1.69642,1.03246,2.12818,0.79961,0.75367,0.77093,0.53211,2.18313,1.57241,2.45264,3.96865e-05,3.96865e-05,3.96865e-05
97,3936.59,1.69354,1.01733,2.11145,0.81402,0.74662,0.7707,0.53527,2.17754,1.59311,2.44454,3.30832e-05,3.30832e-05,3.30832e-05
98,3975.81,1.69596,1.01616,2.12114,0.80357,0.7411,0.76624,0.53314,2.18145,1.59085,2.44756,2.64799e-05,2.64799e-05,2.64799e-05
99,4016.19,1.69214,1.01447,2.10172,0.82235,0.73418,0.76815,0.53229,2.18419,1.58044,2.45099,1.98766e-05,1.98766e-05,1.98766e-05
100,4055.49,1.66664,1.00959,2.11659,0.83543,0.73104,0.7716,0.53679,2.17777,1.57368,2.44515,1.32733e-05,1.32733e-05,1.32733e-05
